content,score,label
"Mana tombol ""selesai"" pesanan nya?",5,positif
sangat bagus,5,positif
"Aplikasi Penolong sejagat umat..✨✨✨♥️ tapi aku sempet mau kena tipu gara² dapet chat diaplikasi shopee nya..dan chat itu mengatasnamakan security shopee yang katanya aplikasi shopee saya akan dibekukan atau diblokir karena saya tidak pernah melakukan ulasan setelah pesan barang..dia kirim link yang mengharuskan saya mengosongkan semua saldo s pinjam saya..untuk perbaikan katanya..daan untung nya saya sadar..saya langsung chat admin shopee nya langsung, Alhamdulillah deh nggak kena. itu penipuan",5,positif
bagus sii tapii🫠,4,positif
"aplikator dan sistem buruk, driver terlalu di tekan ruwet poll",1,negatif
mantap terus ditinggalkan,5,positif
good,5,positif
puas bngts dgn shopee,5,positif
sangat bagus,5,positif
Belanja mudah gx ribet .ada nya shopee sangat memudah kn untuk berbelanja semua produk ada hnya ada di shopee.,5,positif
"cukup puas respon shopee baik ,sudah lama aq berlangganan dgn shopee ,tetap tingkatkan pelayanan dan sukses selalu👍👍👍👌💪💪",5,positif
mantappppp,5,positif
bagus bagus bagus,5,positif
"Rekomendasi aplikasi Terpercaya Dan Aman , Sangat puas menikmati Fitur2 nya , Trimakasih shopee!",5,positif
sangat bermanfaat,5,positif
paling sukaak aplikasi. sumpah menolong sekali. untuk kami para anak rantau yang butuh perlengkapan lengkap untuk kehidupan sehari-hari. dan Terima kasih untuk para CS Shopee yang selalu sedia menolong bila kami para konsumen butuh penjelasan.,5,positif
mantap,5,positif
lelet,1,negatif
mantap,5,positif
baik ramah,5,positif
kenapa sekarang belanja di shopee gk terlihat dikemas dan juga pesanan suka dibatalkan. terus pesanan juga tiba² hilang.,2,negatif
ok tks,5,positif
gak bisa masuk aplikasi nya,1,negatif
aplikasi nya bagus buat yg mau belanja online yuk download shopee,5,positif
terima kasih ya shoppe,5,positif
bagus,5,positif
bagus bangett,5,positif
udah 7 thun lebih pakai shope terus..,5,positif
sering gak pas sama pesen,2,negatif
top banget gan,5,positif
p baik sekali,3,netral
bagus,5,positif
"keren sih aplikasi ini,pelayanannya cepat+ada garansinya,produk yang dijual juga sesuai standar,mantap lah pokoknya",5,positif
suka buat ngewar,5,positif
bagus cocok untuk belanja online,5,positif
"Mengapa semakin twrkrnal semakin mahal ada biaya layanan ditambah biaya penanganan apa bedanya ke 2nya .aneh sekarang mantap lagi deh shopee hehehe kalo bisa aplikasinya diupdate ada mode gelapnya supaya friendly kpd lansia, tq Shopee",5,positif
tempat cari keperluan/belanja jangkauan cepat.,5,positif
kerjanya sangat cepat,5,positif
tetap terus setia sama shopee ga mau yang laen,5,positif
gt deh fx,1,negatif
Layanan yang baik,5,positif
sekarang shopee bagus banget udah gratis ongkir terus. harga juga murce murce ❤️,5,positif
aplikasi gajelas kaga mesen apa² udah 2 kali dateng barang yg ga dikenal,2,negatif
membantu banget buat yg mager males beli diluar,5,positif
"Serba ada, pengiriman cepat. Apalagi dapat fasilitas shopeepaylater pasti akan belanja terus. Seringkali mendapatkan harga lebih murah dan tanpa biaya2 yg ga penting.",5,positif
mantap,5,positif
"Cepat pengirimannya,barang sesuai pesanan",5,positif
ok,5,positif
mantap,5,positif
shopee bikin happy,5,positif
ok,5,positif
aplikasi yg sgt membantu untuk belanja online,4,positif
"pengiriman lambat, estimasi berminggu2 padahal bukan barang PO. kurang bertanggung jawab padahal barang seharusnya smpai sesuai jadwal pengiriman. tpi malah jadwal pengirimannya d ubah gitu aja.",1,negatif
saya mau checkout kok gk bisa2.. knp ya,1,negatif
"shopee kini pengiriman nya betele"",misalnya sampai barang nya tgl 15-18,pah udh di tgl 18 paket itu menuju alamat kelang beberapa jm tulisan nya ganti ke pesanan di lokasi transit kota,bukan cuman sekali tapi setiap aku mesan barang,ini macam mna lh kurirnya",1,negatif
baik,5,positif
"sukaaa banyak gratis ongkir ,",5,positif
sungguh sangat baik aplikasi ini,5,positif
Barang sesuai diskripsi harga murah banyak promo juga,5,positif
sangat bagus dan cocok bagi orang yang suka berbelanja,5,positif
voucher terbatas banget bahkan yang udah berlangganan VIP setiap pesan dibatalkan mulu padahal gak ada indikasi pelanggaran apapun setiap lapor cuma dikasih tahu pedoman tanpa kasih solusi gimana biar bisa checkout lagi pokoknya ini gak shopee ya kan pembeli juga mau tahu dong kesalahan nya dimana kenapa dan bentuk pelanggaran nya apa biar gak melakukan pelanggaran lagi shopepay sering eror juga lagi jelek banget,1,negatif
mantep,5,positif
selalu gartis ongkos kirim,5,positif
sangat memuaskan,5,positif
lumayan sihh dari harga yg murah sampai original ongkir nya banyak gratisan juga paling biaya pelayanan 2000perak semoga di tingkat kan lagi yaaa shopiee kalo harga nya murah² dan barang bagus gratis ongkir pasti pada beralih ke sini dah belanja nyaa,5,positif
Thanks Shoppe,5,positif
wow,3,netral
aplikasi sangat membantu,5,positif
Mantul,5,positif
keren,5,positif
bagus,5,positif
oke👍,5,positif
mantap,5,positif
mohon maaf ini kenapa ya kok shopee saya gak bisa buka keranjang dan pesanan saya padahal saya mau liat kapan sampainya dan aga bug gitu beranda cuma 6 atau 4 barang yg muncul dan ketika nyari barang itu loding nya lamaaa dan mala muncul periksa internet anda padahal wf nya baik¹ aja kenapa yak,3,netral
sangat membantu sekali tanoa repot ke pasar/pertokoan,5,positif
ok.,5,positif
perbaiki sistem mu shopee banyak e-commerce sepi pembeli,1,negatif
saya suka karna bisa dapat DM geratis,5,positif
bagus banget untuk belanja.,5,positif
aplikasi babi...kaga dikasih orderan-orderan...sekalinya dikasih malah pas ujan,1,negatif
"pihak jasa kirim nya mines, barang selalu stuck di satu tempat dan melebihi estimasi tiba",1,negatif
👍,5,positif
jangan terlalu banyak iklam,1,negatif
nice,5,positif
mantap,5,positif
mantap pak le,5,positif
aplikasi ini sangat baguss apalagi harga barang di aplikasi ini sangat murah dan slalu ada diskon,5,positif
belanja dgn mudah tingkat banyak gratisannya mantap,5,positif
Saran saya lebih baik dari pihak shopee disediakan jasa untuk memilih kurir sendiri jangan shopee yang menentukan sendiri masalahnya sering terjadi di notifikasi barang sedang diantar tapi kenyataannya tidak diantar sama sekali dan telat sampai beberapa hari,2,negatif
lumayan membantu tapi ada yang gak amanah apalagi cara menangani kastemer gak baik,4,positif
mantal,5,positif
"banyak program yg MENIPU disini harap hati"" ,sebagai contoh shopefood deals, harga makanan dan ongkir dibayar terpisah alias 2 kali, seakan"" cust mendapat promo murah padahal harganya sama saja dg harga normal, wkwkw baru kali ini ada tipe penipuan se smooth ini di aplikasi pesan antar seumur hidup saya🤣g heran sih orang indo terkenal kreatif korupsinya ada aja taktik nipunya",1,negatif
Oke bageeeet,5,positif
ok,5,positif
puas belanja dishopee benas ongkir nya real,5,positif
"Cocok buat yang mager kesana sini syarat: harus ngerti cara pake,teliti,segera cek sebelum ke gocek dah itu aja. update komen saran buat developer shoope coba bikin fitur yg bisa bikin kita nanya ke orang lain gimana kualitas barang yg didapat di tempat buat rating produk🗿",5,positif
suka ngelag jujur,3,netral
kurang bagus masak banyak barang umumnya yang bisa dipesan di aplikasi lain di sini gak bisa di temukan di shopee,3,netral
mantap aman,5,positif
"saya suka sama shopee karena barang2 yg dipesan barang asli,enggak pernah barang bekas/seken",5,positif
shopee aplikasi belanja online paling menguntungkan dan paling oke di Indonesia,5,positif
haii..shopee memudahkan saua untuk berbelanja.. respon pengembalian barang cepat top..,5,positif
sangat puas,5,positif
kecewa barang belum sampai drumah tapi kurir dalam status sudah di kirim krumah.. pas di liat bukti foto beda rumah sama org yg terima. ntah yg terima pihak kluarga kurir atau spa. proses pengembalian dana ditolak. bukan mslh nominal tpi gd tanggung jwb oleh kurir. udh gt kg di kasih tau no kurir nya kg tercantum. tolong klo pembayaran mendingan cod jgn online. trims,1,negatif
nyaman,5,positif
buat jasa pengiriman SPX daerah sigi selalu menambahkan harga tidak sesuai dengan harga barang diaplikasi,2,negatif
mantap,5,positif
Oke,5,positif
apk bagus minim penipuan,5,positif
WAWW AMAZINGG,5,positif
"uang nyantol ga balik"" nyesel pake nih apk sampah👎",1,negatif
terima kasih shopee sangat membantu seluruh Indonesia,5,positif
saya suka belajar di Shopee spinjam nya limit nya kecil...,5,positif
bagus,5,positif
baguss,5,positif
"very good, very well",5,positif
video iklan di shoope mengganggu saat buka aplikasi,4,positif
sekarang aplikasi ini tidak bisa COD,1,negatif
shoppe aplikasi terbaik,5,positif
👍,5,positif
Mantap Shopee,5,positif
Pantas untuk belanja harga murah lagi,5,positif
kenapa ini buat upload susah bgt loading nya,3,netral
👍,5,positif
saya begitu menghargainya bagusbanget,5,positif
shopee sangat bagus,2,negatif
aplikasi nyolong duit orang,1,negatif
"gimana ya ,saya udah daftar ,saya udah cek out tapi suruh kode verifikasi terus nomer ga tersimpan kayak gitu terus,habis cek out suruh verifikasi padahal udah aku daftar",1,negatif
"Ada adik lg nginep dirumah, qta liat2x shopee di hp masing2x... adikku mau belanja di shopee dpt harga lbh murah drpd liat shopee di hp aku yg barang dan jg nama tokonya sama, koq gt seh shopee? btw aku shopee VIP, adik aku shopee biasa.... disini koq keliatan bgt shopee curangnya...",2,negatif
"mantap ,,,belanja di shopee",5,positif
apk ribet,1,negatif
👍👍,5,positif
aplikasi yang sangat membantu,5,positif
bagus skli,5,positif
"kecewa saya, padahal pengguna lama spyleter, pembayaran ga pernah telat, atau jatuh tempo, selalu lancar,eh giliran di butuhkan mau pakek spaylater eh GK bisa di Pakek dengan alasan ,"" transaksi ini tidak mendukung spyleter"" , pdahal kemaren kemaren lancar bisa di Pakek",1,negatif
luar biasa,5,positif
is the best shopeee,5,positif
sangat membantu dalam belanja kami,5,positif
bagus,5,positif
uang saya di tahan sudah 1 bulan...hati2 yang ingin menggunakan penjualan dengan qris shope,1,negatif
sejauh ini sangat membantu,5,positif
belanja minyak di shope supermarket beli minyak Filma 4 dus yang datang cuma 1 dus udah gitu chat seller tidak ada jawaban yang memuaskan sama sekali ini shope penipu kah ? itu shope supermarket toko gede loh Kok bisa shope masukkan toko kayak gitu ke aplikasi nya,1,negatif
retur lama kurir tidak datang.,3,netral
ok,5,positif
bagusss,5,positif
semoga shopee tetep konsisten,5,positif
"shopee kalau ngiklan di apk lain suka maksa, maksa orang buat buka apk shoppe, ganggu banget.",1,negatif
tolong buat Shopee jangan di batasi metode COD,5,positif
sangt bagus,5,positif
terimakasi shopie udah memberikan pelayanan cara belanja yg mudah dan peraktis.saya sangat puas berbelanja di shopie,5,positif
terimaksih sangat membantu,5,positif
"mau pinjam uang aja di tolak,padahal bayar spaylater selalu tepat waktu,kocak",1,negatif
trimakasih,5,positif
bagus,5,positif
Lelet aplikasinya,5,positif
kurang bagus tidak bisa di gunakan di hp saya,1,negatif
"sedikit kesel buka aplikasi apa²langsung ke buka shopee,,😌",1,negatif
aplikasi hemat,5,positif
kecewa pelayanan spx sangat lelet di beri waktu 10 hari masih lelet juga,1,negatif
aplikasi belanja online yang bagus,5,positif
sangat bagus,4,positif
"Terimakasih shopee, kamu emang ok ...............👍",5,positif
Makin lama makin lemot aplikasi nya,5,positif
dk bisa cod de anjiang,1,negatif
amanah,5,positif
Layanan pengiriman barang terbaik dan cepat,5,positif
mantap bangat,5,positif
yaa saya suka,5,positif
"tradisi keluarga hemat,tak perlu keluar rumah, efficient,terkontrol.",5,positif
bravo,5,positif
bagussssss sope buat belanja,5,positif
Admin shopee maruk,1,negatif
ok,5,positif
bagus....,5,positif
"ini app gak ramah buat hp kentang, tiap masuk ngelag mulu, jadi malas belanja disini, app lain aja kaga berat berat amat",5,positif
shopee the best,5,positif
bagus dan bagus dan bagus,5,positif
sangat bagus,5,positif
membantu sekali,5,positif
kenapa habis paket tertolak udah tidak bisa cod lagi,5,positif
mempermudah belanja sangat puas,5,positif
mantap,5,positif
bagus,5,positif
apk apaan iklan gada tanda silang nya,1,negatif
alhamdulillah kopi lampung saya sdh nyampai tokonya amanah kurirnya bagus dan ramah semoga sukses selalu amin,5,positif
pengiriman cepat,5,positif
saya suka dengan shpoppe dibelanjjan nya,5,positif
hasilnya sangat memuaskan,5,positif
sampah,1,negatif
nice 👍,5,positif
Shopee ia the best pokoknya,5,positif
"sekarang appsnya jelek, alamatnya suka berubah sendiri🤦‍♀️",1,negatif
"bagus. jdi gak perlu repot"" ke toko",5,positif
"haloo admin, saya kok ga bisa cari kata PNP ya, padahal saya mau cari velg Nouvo PNP ke Aerox atau Vario ga keluar hasilnya please ini gimana sih susah jadinya nyari 😡",2,negatif
oke,5,positif
sangat kecewa untuk program spaylater nya. 1 tahun lebih akun dibekukan.,1,negatif
lengkap dan terpercaya,5,positif
payah sekarang shopee paylater ada limit ada spinjam ada limit ada tagihan paylater gak ada tagihan spinjam gak ada tapi limit gak bisa di gunakan,1,negatif
Selalu berkualitas,5,positif
shopee makin sukses,5,positif
apa ini shopee toko gak mau tanggung jawab komentar saya di sembunyikan padahal tu toko nipu beli barang di kasih yg rusak return malah di tolak sekelas skmei gak mau tanggung jawab nyesel saya beli online toko gak amanah,1,negatif
lengkap dengan segala keperluan,5,positif
berikan fungsi dan manfaat menu-menu yang ada dalam aplikasi. biar kansumen faham dan mengerti apasaja fungsi dari menu menu tersebut,5,positif
mantap gan...,5,positif
"gjls nih, paket saya kemaren udah di Sambas deket sama lokasi saya, hari ini malah di ponti. makin jauh paket saya",1,negatif
"keluhan order 10hari ga sampe, di chat yang balas AI. dikira costumernya adalah robot kali ya. sama sekali ngga rekomen, balik lg ke aplikasi ijo wkwk trus bayar pake shopeepay berhasil, tp di toko nya ga masuk, akhirnya bayar lagi pake aplikasi ijo dan berhasil. chat di instagram resmi shopi jg ngga memecahkan masalah. cuma chat balasan formalitas aja. bener2 ngga ngasih solusi atas keluhan pelanggan.",1,negatif
mantap sekalih,5,positif
"saya pelanggan lama shopee, tapi sekarang sekarang aplikasi shopee sering mengecewakan. sering membatalkan pesanan. saran aja seh, lebih baik pilih lagi toko toko yang benar benar siap untuk berjualan di shopee. terimakasih🙏",3,netral
mantapp,5,positif
shope bagus,5,positif
sangat puas 👍👍👍,5,positif
"aplikasi sampah, force close terus",1,negatif
"murah, cepat,bagus",5,positif
makasih shopee,5,positif
mantap nih,5,positif
"sangat membantu saya dalam mencari barang' yang saya inginkan.seperti: novel, gantungan kunci,dan barang lainnya.",5,positif
Bayar pake shopepay....tiba2 system error trus gagal....sampai 2x top up masih gagal....tapi saldo berkurang kirain setelah buat pengaduan trus upload bukti pembayaran yang 2x itusudah bisa kembali uangnya....eh malah d suruh isi form yg ribet mesti bolak balik liat riwayat......Bangke banget.mending buat lo jajan bakso aja dah......abis ini gw tarik Dana gw semua dari shopepay😡😡😡,1,negatif
codnya dah melebihi batas waktu TPI masih blum aktif LG JD males blanja KLO bukan cod. giliran blnja non cod lama pengirimnya hadeuh parah,3,netral
Bravo. .....,5,positif
shopee mntap Pokona mah,5,positif
mantapp sekak8,5,positif
sangat memuaskan,5,positif
Dengan shopee berbelanja lebih mudah dan nyaman. apalagi kurirnya amanah dan ramah.,5,positif
"yang ditampilkan harga terendah kualitas terendah, agak laen emang.",1,negatif
"nih Shope g jelas bgt, masa beli shopefood udah co di harga 39k misal, trus kembali buat liat menu lain trus pas mau co di menu yg awal yg 39k tadi tuh pas di co ulang berubah jd 43k kek the hell .. pdhal pakai voucher yg sama, dan pembayaran yg sama, di tinggal noleh sebentar lho berubah harga. JELEK BGTTTTT",1,negatif
"kenapa pesanan selalu di batalkan, cuman karena pake Voucher yah? kalau emang gak mau Voucher nya di pake yah gak usah Adain Voucher dong. ini pesanan ku main di batalin aja sesuka hati.",4,positif
Aplikasi ini mempunyai program loyalitas...,5,positif
proses cpat dan terpecaya,5,positif
salah satu marketplace yang berkualitas,5,positif
jelek benget nomor saya tidak bisa untuk checkout,1,negatif
bagus,5,positif
"Sampai sekarang masih tentap nyaman, Terima kasih sudah memudahkan dalam berjual beli di shopee Indonesia",5,positif
sesuai dengan pesanan siiippp,5,positif
sering dapat diskon tapi giliran consuka batal sistem,3,netral
mantap,5,positif
aplikasi bagus tapi terkadang ada berapa jualan GK sesuai,4,positif
oke lah,5,positif
aplikasi jelek pasti pesanan selalu ditunda karena alasan alamat tidak lengkap padahal alamat lengkap ini sangat menyebalkan,1,negatif
"barang saya tidak ada, dana saya tidak kembali",1,negatif
"sangat menyebalkan.baru pake shopee sudah kena tipu.jual vivo v60 tapi dikirim V40 lite bekas dikemas seperti baru.parahnya lagi,proses retrunya lama banget,sudah sehari masih staus sedang ditinjau.saya biasa di lazada,tokopedia dan jd.id.paling 1 jam proses retrunya sudah beres.kapok pake shoope.",1,negatif
tolong di perhatikan toko yg ada di marketplace anda !!! pengiriman material banyak yg kurang (tidak lengkap),1,negatif
puas belanja di shopee selain ada jaminan tepat waktu barangnya pun bagus2 pokoknya top markotop semoga semakin jaya.....,5,positif
terbantu saat ad toko yg tdk sesuai d blokir oleh shopee jadi barang yg sudh d beli bs di kembalikan ke penjual,5,positif
sangat memudahkan pembayaran tanpa bank,5,positif
terkadang terkendala pengiriman terlalu sering jauh dari jadwal datangnya,3,netral
terpercaya,5,positif
selalu tepat waktu,5,positif
bagus,5,positif
is the best👍👍👍,5,positif
Eh anying sia bagong tong loba teuing ilklan rujit aingah ningal na bagong teh,1,negatif
"maaf bgt,ini kenapa ya gabisa pemesanan cod?",5,positif
aplikasi belanja online paling oke dah pokoknya,5,positif
mengapa shopi ini terkadang mengirim barang tidak sesuai dengan pesanan pelanggan,5,positif
"amanah, semoga makin jaya",5,positif
layanan shoopee Tamba lemot orderan prosesx Tamba lama,3,netral
Kurir & CS tidak sportif,1,negatif
Alhamdulillah,5,positif
kenapa tidak bisa bayar pakai dana atau gopay,5,positif
Ok👍,5,positif
good,5,positif
tim ekpedisi suka ngerugiin orang contoh nya nipu dana pemerasan,1,negatif
"menurutku shopee ini aplikasi jual beli online termudah dan aman, hanya saja kekurangannya terlalu banyak iklan shopee di beberapa aplikasi yang dapat mengganggu kecepatan",5,positif
mantap,5,positif
"terlalu banyak admin, dan top up shopeepay saja amin seribu per transaksi!! tidak seperti aplikasi Dana",1,negatif
Good,5,positif
aku pingin ketemu ceo shopee pliss shopii endonesia pliss mau ketemu langsung pliss,5,positif
Shopee lagi kacau pengiriman ga bisa milih sendiri mau pake ekspedisi yg mna mending pindah ajah ke tokopedia,5,positif
sungat bagus,4,positif
kurir shopee ruwet2 apalagi kalo kurir orang Mdr daerah sby utara. gak kyk kurir j*t meskipun disuruh balik lagi sore2an bisa. ini apaaaaa? ruwet gak mau balik ya cancel kasian seller kalo gini. mana minta lebih lagi kalo paket COD dari 30.525 di genapin jadi 31.000,2,negatif
"selama ini cukup puas dgn pelayanan shopee,cepat tanggap dan cepat direspon",5,positif
bagusssssssssssssssssss banget apknya,5,positif
terimakasih banyak,5,positif
Good 👍,5,positif
awalnya enak belanja di shopee tapi sekarang ga bisa cod (di batasi) padahal baru blanja cod 2x di bulan ini hadeuhhhh rujit lah rujittttt,1,negatif
ok,5,positif
mengapa terlalu sering update,4,positif
Shopee ladang rezki,5,positif
kita semua bersaudara.. 👍👍👍,5,positif
mampos,1,negatif
bagus,5,positif
sebenarnya baik beli online lewat shopee. kadang yg jelek pihak penlual yg jelek.barang rusak di kirim.seperti tas buat ikan bolong di kirimkan.,4,positif
mntap bnget,3,netral
termurah dan aman,5,positif
aplikasi menarik,5,positif
good,5,positif
top,5,positif
untuk pesan chat kepada penjual sering centang 1 trus menerus gatau sudah terkirim apa belum seperti eror gamau centang 2 jd kita gatau pesan kita sudah terkirim apa belum?,3,netral
gaa pernah belanja tempat lain selain shopee🤗,5,positif
"sering telat, pengiriman ke sumatra SERING STUCK di bandar lampung. benar2 tidak bisa diandalkan sama sekali.. shopiii shopi..",1,negatif
"semakin hari semakin berat aplikasi shoope, selalu ngelag ngebug, ukuran MB nya semakin besar tapi bukan nya lancar saat di gunakan,",3,netral
dengan shopee apa saja kebutuhan tersedia dan mudah ..terbantu bgt dg shopee,5,positif
Jelek,1,negatif
best Deal,5,positif
saya sangat senang,5,positif
baik,5,positif
bagus,5,positif
"Aplikasi shoppe sangat membantu sy dan mudah digunakan, Shoppe is the best...! 👍👍👍👍👍",5,positif
"Pekerjanya toll atau costumernya,, komisi saya gak di cair caikan, jangan jangan mereka gak kerja atau uang mereka korupsi",1,negatif
"sangat buruk dana pengembalian belum teratasi malah laporan saya diyantakan selesai dan di tutup. pengembalian dananya sangat lama harus nunggu lama, pas ditungguin dananya ga kembali dan malah laporannya ditutup. sangat kecewa",1,negatif
okelah sering2 promo,5,positif
bagus,3,netral
"blog ni katanya legal masuk OJK ,tapi ko nyadap kontak saya nelpon ke sana kemari . woy gw mau bayar,tenang aja kalo gini caranya jadi malas gw bngst.!!!",1,negatif
"jelek banget shope , agent cht juga gk membantu sama sekali",1,negatif
bagus dan aman,5,positif
"sopi toko belanja paling murah dan bagus,bnyk discount nya dan juga pengiriman yg tepat waktu.thanks to shopi",5,positif
puas bngt,5,positif
aplikasi palsu,1,negatif
murah ternyata dshope,5,positif
7 pesanan yang terlambat 3,3,netral
bagus,3,netral
PENGIRIMAN LAMA LELET DASAR,1,negatif
sangat baik,5,positif
"akhir akhir ini pelayanan shopee makin kurang jelas,tiba tiba-tiba status paket di kembalikan kepenjual,padahal jelas jelas paket sudah tiba ke alamat tujuan,sangat meresahkan",2,negatif
manatap shopee,5,positif
mantul asli bagus produknya juga gak diragukdn,5,positif
"belanja jadi mudah bangat dan seru banyak Ganes buta dapetin koin, soon semoga aku beneran bisa dapat emas 1 gram",5,positif
mntap,5,positif
sangat bagus,5,positif
aplikasinya ribet. terlalu banyak gambar. bikin pusing jadi ngelihatnya. bikin lebih simpel aja,1,negatif
"Kureng banget sih izin, beli barang 2 kali salah padahal expektasi udah melebihi rata"" terus pengembalian barang nya jauh bet ampe beda kab yang terdekat hadeh mending di ijo atao di yang itu tuh lebih works. Sekarang ada lagi masalahnya kurir pakai bukti paslu pas nganter padahal enggak ada di hubungi apa"" ama kurirnya pas di cek di apk malah pembeli tidak ada di tempat apalah, padahal kurir gak ada cht atau tlp.",1,negatif
sangat lama pengirimannya bahkan ada pesanan saya yg tidak sampai sama sekali mna udh di bayar lgi,1,negatif
terimakasih untuk gratis ongkirnya selalu. jangan jahat sama seller UMKM ya. kasian mereka sudah untung tipis masih dipotong biaya2 tambahan,5,positif
oke tapi sering ngebleng . apalagi kalau pake hp ram/2 🤦sekarang jadi gk bisa masuk akun gimna ya min gagal mulu setelah perifikasi wajah padahal keuangan ku disitu semuah tolong lah gimana ini,5,positif
mantap deh belanja di shopee 🙏👌,5,positif
sangat membantu dalam memenuhi segala kebutuhan,5,positif
payahparah,1,negatif
saya sngat kecewa shoopie spinjam saya sllu membayar tagihan tepat watu dan saat mengajukan lagi di tolak,1,negatif
mantap,5,positif
"apk nya bagus sudah sering kali saya belanja di shoope gak pernah mengecewakan, tapi sekarang ini khusus di apk saya kenapa fitur COD tidak bisa digunakan lagi ya, semua barang harus cash",5,positif
bguss,5,positif
Mantap,5,positif
banyak sekali promo menarik di setiap harinya.,5,positif
shoppe mempermudah belanja berbagai alat,5,positif
sangat membantu,5,positif
selalu memberi promosi terbaik,5,positif
belanja di shoppe sangan menyenangkan👍,5,positif
aplikasi belanja no 1,5,positif
sangat cepat pengantaran nya,5,positif
"kak saya kecewa bnget gmn kok dbatalkan pengembalian paket saya tunggu"" kurir jemput tp 2/3 kali d ulang kembali penjemputan n tiba"" dbatalkan.n gmn tentang dana saya pengen kembali kak😭🙏",3,netral
tidak ada solusi ketika ada masalah kirim barang,1,negatif
jujur beli di shopee ini barang nya murah terus ongkir nya juga ga lebih dari harga barang nya,5,positif
banyak iklan,1,negatif
Belanja murah banyak diskon dan gratis ongkir,5,positif
mantap,5,positif
dengan aplikasi ini belanja lebih mudah,5,positif
aku udah tau gimana shopee itu jadi aku rating 5 tapi tolong kasih tau gimana taruh alamat rumah ku pas aku cari di pengaturan nggak ada tulisan alamat saya plis admin bantuin dong😭,5,positif
"sangat membantu,",5,positif
"overall shopee keren👍🏻🔥 tapi saya sebagai user/konsumen vape,berharap shopee memberikan ruang untuk penjual vape seperti di app sebelah 🙏🏻 agar konsumen mempunyai lebih banyak opsi dan efisien waktu. saya tambah 1 star lgi jika sudah di acc🙏🏻",4,positif
Bagus,5,positif
iklannya ganggu mana sering ketemu lagi,2,negatif
banyakin lgi KA bonus bonus KA dan tahanin trus ya aflikasinya mantep,5,positif
sangat puas dengan menu menu produk yang ditawarkan,5,positif
bagus,5,positif
Alhamdulillah banyak puasnya.. dan mudah,5,positif
"ini shopee kenapa woyy, tiap kali aku buka Wattpad selalu ke pindah otomatis ke shopee padahal layar nya ngk di scroll sma sekali shopee diam gk ganggu bangett lho, tiap kali buka Wattpad pasti otomatis ke eloo Diam gak",2,negatif
"ga jelasss.. setiap mau pake voucher diskon yg sistemnya war, malah selalu eror. sengaja bngt supaya ga pada pake itu voucher. buka apk apapun skrng tnpa klik iklannya, tp akun Shopee tiba-tiba ke buka. banyak iklan yg di paksakan.",2,negatif
"pengembalian dana lama, proses muter2, nunggu udh 10 hari ga ada kejelasan",1,negatif
ga enak,1,negatif
"tolong shopee hapus denda keterlambatan, gimana mau nyicil hutang, baru di cicil nambah lagi hutangnya karna denda keterlambatan tetap berjalan, sampai kiamat juga gabakal lunas hutang pokok, cuma bayarin denda doang",2,negatif
barang bagus banget aku puas,5,positif
"bodoamat dah ada iklan di manapun yg penting jngn di WP ganggu baca tau ga sii, ada iklan masuk shopee itu belum ada satu mnt bisa ke itung itu brp x iklan jngn kebanyakan min ga semua pengen baca offline, mau mewek muntah gue lg baca masuk shopee trs.... g mutt",5,positif
agak terlambat saja.yg lain oke banget.,3,netral
bagus yah bagus tapi bagusan tokopedia,3,netral
"sistem retur otomatis bikin ribet, pesenanku dibatalin padahal batas waktu masih ada 2 harian, sistem map dishopee juga jelek banget",1,negatif
siap,5,positif
cukup baik,5,positif
Lama bet di kirim barang nya,5,positif
cukup membantu,5,positif
bagus dan murah,5,positif
sanggat menynangkan,5,positif
"pengiriman nya itu lama banget, 1 minggu baru datang kadang lebih juga.",2,negatif
"regulasi sepihak membuat banyak para pejuang affiliator tumbang dengan banyaknya diberikan pelanggaran2.!!!!! perjuangan berdarah darah demi mengangkat sebuah kerajaan ""Fir'aun"". cepat atau lambat mati tenggelam sesuai kisahnya.",1,negatif
aplikasi nya bagus tepat waktu banyak diskon nya 😅,5,positif
makasih Shopee yg sudah banyak membantu,5,positif
sangat bagus dan terpercaya,4,positif
"gilaaa banyak bgt promonya, apalagi kalo pake shopee VIP, bener² ga ada yg ngalahin promonnyaaa",5,positif
"aplikasi berat .. konten dalam aplikasi yg buat berat sistem di hp. selain itu jgn nyimpan iklan di YouTube atau browser , karena tiba2 di alihkan ke aplikasi otomatis , maksa buka aplikasi shope. udah loading lama malah bikin hp nge Hank ..",1,negatif
mantap,5,positif
pokonya the best....,5,positif
aplikasi online yang sangat bagus bintang lima dari saya,5,positif
Thnx ya Shopee😊,4,positif
"suka sekali belnja di shoopee selain murah"" dapat ongkir gratis lagi",5,positif
mantap,5,positif
membuat belanja jadi jauh lebih mudah,5,positif
"pertama co semoga cocok,kemasan bagus tidak rusak",5,positif
Akhir² ini aplikasi Shopee sudah lancar dan tidak lelet lagi,4,positif
barang yg datang sesuai pesanan,5,positif
"mau login malah gabisa, otp udah dapet tapi akun gabisa di proses kocak",1,negatif
bintang lima,5,positif
Gak pernah naik Limit.. Stuck di 750k...,1,negatif
shopee memang mudah untuk mengakses layanan apapun,5,positif
"aplikasinya oke sangat bagus sekali,lanjutkan saja.",5,positif
sangat bagus,5,positif
sejauh ini shopee amanah,5,positif
selalu baik pelayanan nya,5,positif
👌👌👌,5,positif
